"CONTA_CONTABIL";"DESCRICAO";"ORIENTACOES"
"1.02.01.10.70";"Subconta-Ajuste a Valor Justo (AVJ) - Ativos Biologicos-Longo Prazo";"Contas que registram os ajustes a valor justo  positivos ou negativos efetuados sobre ativos biologicos consumiveis. Referidos valores  deverao ser registrados liquidos da despesa de venda e computados na apuracao  Lucro Real a medida que ativo for realizado(arts. 13/14, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplos 5/6,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.02.01.10.75";"Subconta-Ajuste a Valor Presente (AVP)-Ativos Biologicos -Longo Prazo";"Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo dos ativos. Referidos valores serao apropriados ao resultado pelo regime de competencia e adicionados ao Lucro Real. Concomitante controle ocorrera nesta subconta ate a revenda  ou baixa do ativo, quando valor do AVP podera ser excluido do Lucro Real do periodo (art.5o, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplo 4,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.02.01.10.90";"Subconta-Adocao Inicial-Ativo Biologico-Longo Prazo";"Contas que registram as diferencas positivas ou negativas, na data da adocao dos efeitos da Lei no 12.973/2014, entre o valor do ativo mensurado de acordo as disposicoes da Lei no 6.404/1976 e o valor mensurado pelos metodos e criterios vigentes em 31/12/2007(arts. 66/67, Lei no 12.973/2014). Referidos valores  deverao ser computados na apuracao  Lucro Real a medida da realizacao do bem, (arts. 164 e 167,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, ? 9a, Instrucao Normativa SRF no 1.515/2014, cada subconta de adocao inicial deve registrar individualmente a diferenca de valor identificada em cada ativo.  Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 169, ?6o, Instrucao Normativa SRF no 1.515/2014)"
"1.02.01.15";"OUTROS CREDITOS-LONGO PRAZO";
"1.02.01.15.01";"Outros Creditos-Longo Prazo";"Contas que registram outros creditos de longo prazo nao classificados em contas mais especificas."
"1.02.02";"INVESTIMENTOS";
"1.02.02.01";"PARTICIPACOES PERMANENTES EM SOCIEDADES-NO PAIS";
"1.02.02.01.01";"Participacoes Permanentes em Controladas-no Pais ";"Contas que registram investimentos permanentes no pais, na forma de participacao em outras sociedades nas quais se detenham o controle. Exceto sociedades de proposito especifico. Vale ressaltar que as participacoes societarias serao avaliadas, na adocao inicial, conforme regra vigente na Lei no 6.404/1976(art. 64, Lei no 12.973/2014), nao gerando ocorrencias de controle em subcontas de adocao inicial para todas as parcelas integrantes do custo de aquisicao(art. 173, ?2o,  Instrucao Normativa SRF no 1515/2014)."
"1.02.02.01.04";"Participacoes Permanentes em Coligadas- no Pais ";"Contas que registram investimentos permanentes no pais, na forma de participacao em outras sociedades nas quais se tenha influencia significativa. Exceto em sociedades de proposito especifico. Vale ressaltar que as participacoes societarias serao avaliadas, na adocao inicial, conforme regra vigente na Lei no 6.404/1976(art. 64, Lei no 12.973/2014), nao gerando ocorrencias de controle em subcontas de adocao inicial para todas as parcelas integrantes do custo de aquisicao(art. 173, ?2o,  Instrucao Normativa SRF no 1515/2014)."
"1.02.02.01.05";"Participacoes Permanentes em Joint Ventures e Sociedades de Proposito Especifico (SPE)-no Pais ";"Contas que registram investimentos permanentes no pais, na forma de participacao permanente em joint ventures e sociedades de proposito especifico, avaliadas pelo Metodo de Equivalencia Patrimonial, ainda que as investidas sejam controladas ou coligadas. Vale ressaltar que as participacoes societarias serao avaliadas, na adocao inicial, conforme regra vigente na Lei no 6.404/1976(art. 64, Lei no 12.973/2014), nao gerando ocorrencias de controle em subcontas de adocao inicial para todas as parcelas integrantes do custo de aquisicao(art. 173, ?2o,  Instrucao Normativa SRF no 1515/2014)."
"1.02.02.01.06";"Particip. Permanentes em Outras Socied. do Mesmo Grupo ou Controle Comum-Avaliadas pelo MEP-no Pais";"Contas que registram investimentos permanentes no pais, na forma de participacao permanente em outras sociedades do grupo ou controle comum, sem que haja relacao de controle ou influencia significativa, avaliados pelo  Metodo de Equivalencia Patrimonial(art. 248, Lei no 6.404/1976). Vale ressaltar que as participacoes societarias serao avaliadas, na adocao inicial, conforme regra vigente na Lei no 6.404/1976(art. 64, Lei no 12.973/2014), nao gerando ocorrencias de controle em subcontas de adocao inicial para todas as parcelas integrantes do custo de aquisicao(art. 173, ?2o,  Instrucao Normativa SRF no 1515/2014)."
"1.02.02.01.07";"Particip. em Sociedades em Conta de Participacao (SCP)-Socio Ostensivo-Avaliadas pelo MEP-no Pais ";"Contas que registram investimentos permanentes no pais, na forma de participacao em sociedades por  conta de participacao pelo socio ostensivo, avaliados pelo Metodo da Equivalencia Patrimonial. Vale ressaltar que as participacoes societarias serao avaliadas, na adocao inicial, conforme regra vigente na Lei no 6.404/1976(art. 64, Lei no 12.973/2014), nao gerando ocorrencias de controle em subcontas de adocao inicial para todas as parcelas integrantes do custo de aquisicao(art. 173, ?2o,  Instrucao Normativa SRF no 1515/2014)."
"1.02.02.01.08";"Participacoes em Sociedades em Conta de Participacao (SCP)-Socio Participante- no Pais ";"Contas que registram investimentos permanentes no pais, na forma de participacao em sociedades por  conta de participacao pelo socio participante, avaliados pelo Metodo da Equivalencia Patrimonial. Vale ressaltar que as participacoes societarias serao avaliadas, na adocao inicial, conforme regra vigente na Lei no 6.404/1976(art. 64, Lei no 12.973/2014), nao gerando ocorrencias de controle em subcontas de adocao inicial para todas as parcelas integrantes do custo de aquisicao(art. 173, ?2o,  Instrucao Normativa SRF no 1515/2014)."
"1.02.02.01.10";"Goodwill em Investimentos-no Pais";"Contas que registram o agio por expectativa de rentabilidade futura, referente apenas a aquisicoes de participacoes societarias no pais, apurado segundo regramentos societarios,  e tratado no art. 20, inc.III, Decreto-Lei no 1.598/1977.  Por nao possuirem prazo definido, nao estao sujeitos a amortizacao societaria, apenas reducao por impairment, cujo valor  sera adicionado ao Lucro Real do periodo(art.25, Lei no 12.973/2014) e posteriormente excluido,  quando da alienacao da participacao, para fins de calculo do ganho ou perda de capital(art. 33, inc. II,  Decreto-Lei no 1.598/1977 ). O saldo original apurado na data da aquisicao societaria deve ser registrado na Parte B do eLalur, somente podendo vir a ser excluido do Lucro Real em parcelas mensais, nos termos do  art. 22 da Lei no 12.973/2014.  Esta conta nao registra goodwill gerado em outras modalidades de combinacoes de negocio previsas no CPC 15,  bem como, em eventos societarios de incorporacao, fusao e cisao, cujos valores devem ser registrados em conta de intangivel(1.02.05.01.20).  Merecem especial atencao os valores de agio gerados em aquisicoes de participacao societarias no pais, ocorridas ou iniciadas ate 31/12/2014, caso ainda calculado pela metodologia preceitua na  redacao original do art. 20, Decreto-Lei no 1.598/1977, nao mais vigente, contudo,  aplicavel segundo regramento transitorio previsto no art. 65,  Lei 12.973/2014.  Estes  valores devem ser controlados apenas extracontabilmente em memoria de calculo encaminhada para ECF no registro Y800(art. 107, da Instrucao Normativa SRF no 1.515/2014). Caso as condicoes necessarias para inicio da amortizacao fiscal via eLalur nao venham a se materializar nos termos do art.106 da mesma Instrucao Normativa, eventual goodwill registrado contabilmente deve seguir regra aplicavel aos demais casos. "
"1.02.02.01.11";"Mais Valia em Investimentos-no Pais ";"Contas que registram a mais-valia, referente  a aquisicoes de participacoes societarias no pais, apurada segundo regramentos societarios,  e tratada no art. 20, inc.II, Decreto-Lei no 1.598/1977. A amortizacao societaria ocorrera, conforme bem ou direito for realizado na investida, devendo valor ser adicionado ao Lucro Real do periodo(art. 25, Decreto-Lei no 1.598/1977) e posteriormente excluido,  quando da alienacao da participacao, para fins de calculo do ganho ou perda de capital(art. 33, inc. II,  Decreto-Lei no 1.598/1977 ). O saldo original apurado na data da aquisicao societaria deve ser registrado na Parte B do eLalur, somente  virndo a ser considerado integrante do custo do bem ou direito que lhe deu causa, ou ser excluido do Lucro Real em parcelas mensais, nos termos do  art. 20 da Lei no 12.973/2014. No caso do referido bem ou direito e a  mais-valia correlata fundirem-se em um mesmo patrimonio, o saldo da mais-valia registrado na investidora na data do evento societario(p.ex. incorporacao) integrara o custo do bem ou direito na sucessora. Ademais,  eventual diferenca a menor em relacao ao saldo na data da aquisicao societaria(registrado na parte B), podera ser excluido do Lucro Real do periodo em que o bem ou direito for sendo realizado na sucessora(p.ex. depreciacao). Contudo, se determinado  bem ou direito que lhe deu causa nao estiver presente no patrimonio da investida na data do evento societario, o correspondente valor de mais-valia deve ser baixado do saldo original registrado na Parte B, sem afetar o Lucro Real.(art. 100, inc.III, c, Instrucao Normativa SRF no 1.515/2014)."
"1.02.02.01.12";"(-) Menos Valia em Investimentos - no Pais";"Contas que registram a menos-valia, referente  a aquisicoes de participacoes societarias no pais, apurada segundo regramentos societarios,  e tratada no art. 20, inc.II, Decreto-Lei no 1.598/1977. A amortizacao societaria ocorrera, conforme bem ou direito for realizado na investida, podendo valor ser excluido do Lucro Real do periodo(art. 25, Decreto-Lei no 1.598/1977) e posteriormente  ser necessario adicionar,  quando da alienacao da participacao, para fins de calculo do ganho ou perda de capital(art. 33, inc. II,  Decreto-Lei no 1.598/1977 ). O saldo original apurado na data da aquisicao societaria deve ser registrado na Parte B do eLalur, somente  vindo a ser considerado integrante do custo do bem ou direito que lhe deu causa, ou ser adicionado ao Lucro Real inclusive em parcelas mensais, nos termos do  art. 21 da Lei no 12.973/2014. No caso do referido bem ou direito e a  menos-valia correlata fundirem-se em um mesmo patrimonio, o saldo da menos-valia registrado na investidora na data do evento societario(p.ex. incorporacao) integrara o custo do bem ou direito na sucessora. Ademais,  eventual diferenca a menor em relacao ao saldo na data da aquisicao societaria(registrado na parte B), devera ser adicionado ao Lucro Real do periodo em que o bem ou direito for sendo realizado na sucessora(p.ex. depreciacao). Contudo, se determinado  bem ou direito que lhe deu causa nao estiver presente no patrimonio da investida na data do evento societario, o correspondente valor de mais-valia deve ser baixado do saldo original registrado na Parte B, sem afetar o Lucro Real(art. 101, ?4o,  da Instrucao Normativa SRF no 1.515/2014)."
"1.02.02.01.20";"Agios em Investimentos Gerados ate 31/12/2009-no Pais";"Contas que registram o agio gerado ate 13/12/2009, antes entrada em vigor CPC 15,  em aquisicoes de participacao societarias no pais, fundamentado por diferenca de valor de mercado dos bens, por valor de rentabilidade futura, por fundo de comercio, intangiveis, ou outras razoes economicas(art. 20-redacao original, Decreto-Lei no 1.598/1977).  A amortizacao societaria destes valores cessaria a partir do exercicio social iniciado em 01/01/2009, nos termos do item 50, CPC13. Todavia, na vigencia do RTT, poderiam ocorrer amortizacoes com efeito fiscal, registradas exclusivamente em FCONT, ainda sob efeito dos arts. 7o e 8o da Lei no 9.532/1997. Os valores de agio calculados por esta metodologia nao mais vigente, contudo, decorrente da aplicacao de regramento transitorio previsto no art. 65,  Lei no 12.973/2014, devem ser controlados extracontabilmente em memoria de calculo encaminhada para ECF no registro Y800(art. 107, da Instrucao Normativa SRF no 1.515/2014)"
"1.02.02.01.21";"(-) Desagios em Investimentos Gerados ate 31/12/2009 - no Pais";"Contas que registram ao desagio  gerado ate 13/12/2009, antes entrada em vigor CPC 15, em aquisicoes de participacao societarias no pais, fundamentado por diferenca de valor de mercado dos bens, por valor de rentabilidade futura, por fundo de comercio, intangiveis, ou outras razoes economicas(art. 20-redacao original, Decreto-Lei no 1.598/1977).  A amortizacao societaria destes valores cessaria a partir do exercicio social iniciado em 01/01/2009, nos termos do item 50, CPC13. Todavia, na vigencia do RTT, poderiam ocorrer amortizacoes com efeito fiscal, registradas exclusivamente em FCONT, ainda sob efeito dos arts. 7o e 8o da Lei no 9.532/1997. Os valores de desagio calculados por esta metodologia nao mais vigente, contudo, decorrente da aplicacao de regramento transitorio previsto no art. 65,  Lei no 12.973/2014, devem ser controlados extracontabilmente em memoria de calculo encaminhada para ECF no registro Y800 (art. 107, da Instrucao Normativa SRF no 1.515/2014)."
